json_obj,Post,threads
"{'author': {}, 'comments': ['Was waiting for this video comrade! Will check it out now.', ""Really awesome insight comrade. You're a pinnacle of Maoism!""], 'id': 'e85d4b225f140b9aaf7039c42bde9982', 'post': ['The New Afrikan nation has a long revolutionary tradition. Slave revolts, mass uprisings against police brutality, and maroon colonies. How can we enrich MLM with this tradition of struggle?']}","The New Afrikan nation has a long revolutionary tradition. Slave revolts, mass uprisings against police brutality, and maroon colonies. How can we enrich MLM with this tradition of struggle?",Was waiting for this video comrade! Will check it out now. Really awesome insight comrade. You're a pinnacle of Maoism!
"{'author': {}, 'comments': ['Physically painful to remember', 'I have been looking for this image for a long time'], 'id': 'a441f2a3e6677c9e02daa80a0b537305', 'post': ['A reminder that the British stole food from both Ireland and India, leading to famines. These weren’t natural disasters.']}","A reminder that the British stole food from both Ireland and India, leading to famines. These weren’t natural disasters.",Physically painful to remember I have been looking for this image for a long time
"{'author': {}, 'comments': ['How you feel about a general strike'], 'id': '1e6f68917d58b43a176e9229d85e5fe0', 'post': ['Politics is in many ways knowing when to shut up and watch and when to speak, who you can talk to and who you cannot, and when to intervene and when to let people fuck themselves. The goal is power, which can be construed to mean the ability to bend those to your will who otherwise would have no reason to submit to it. The Left speaks much about power, yet it does not have the ability to force those who it counts as enemies to submit to its will, because our enemies have force and the ability to use it with public approval. To seize power we need to flip this situation so that we may use force against our enemies with public approval to bend them to our will.']}","Politics is in many ways knowing when to shut up and watch and when to speak, who you can talk to and who you cannot, and when to intervene and when to let people fuck themselves. The goal is power, which can be construed to mean the ability to bend those to your will who otherwise would have no reason to submit to it. The Left speaks much about power, yet it does not have the ability to force those who it counts as enemies to submit to its will, because our enemies have force and the ability to use it with public approval. To seize power we need to flip this situation so that we may use force against our enemies with public approval to bend them to our will.",How you feel about a general strike
"{'author': {}, 'comments': ['Man was born free,but is everywhere in shackles and chains,hope not in vain cause everybody feeling the same pain!'], 'id': '79dff1f94525023eabeeed3323180e24', 'post': ['This is everything.']}",This is everything.,"Man was born free,but is everywhere in shackles and chains,hope not in vain cause everybody feeling the same pain!"
"{'author': {}, 'comments': ['Do drop your questions, thoughts, and analyses in the comments section, comrades.', 'The white gaze presence was very noticeable. I didn’t name it when I was watching it, but the moment that it turned me off to the narrative was when we didn’t get to hear what was said to John when he sits to play chess with the journalist.', 'Agreed, the obvious necessity for maroon-like secrecy was portrayed as a kind of emotional lumpen aggression and not as an organized militaristic strategy.'], 'id': '418fbc94987c9953cee9bcb052cbc659', 'post': ['Our first ever live stream session, a discussion on the film “Black August”, a George Jackson biopic.']}","Our first ever live stream session, a discussion on the film “Black August”, a George Jackson biopic.","Do drop your questions, thoughts, and analyses in the comments section, comrades. The white gaze presence was very noticeable. I didn’t name it when I was watching it, but the moment that it turned me off to the narrative was when we didn’t get to hear what was said to John when he sits to play chess with the journalist. Agreed, the obvious necessity for maroon-like secrecy was portrayed as a kind of emotional lumpen aggression and not as an organized militaristic strategy."
"{'author': {}, 'comments': [""Long Live People's Movement Globally.""], 'id': '24d96ead905b0cef2b7510d1d65e57a8', 'post': [""Happy birthday to Frantz Omar Fanon, the OG Third Worldist philosopher and psychiatrist, and one of the main theoretical influences for the Third World Peoples' Alliance: https://content.redvoice.news/the-last-shall-be-first-part…/""]}","Happy birthday to Frantz Omar Fanon, the OG Third Worldist philosopher and psychiatrist, and one of the main theoretical influences for the Third World Peoples' Alliance: https://content.redvoice.news/the-last-shall-be-first-part…/",Long Live People's Movement Globally.
"{'author': {}, 'comments': [""I've never seen something shared so fast"", '168 shares in 60 minutes', ""In absolute fairness, is there any conclusive proof that Engels never licked Marx's boots at any point in time?""], 'id': '51721844028acc6706876c0819477291', 'post': ['ok this is']}",ok this is,"I've never seen something shared so fast 168 shares in 60 minutes In absolute fairness, is there any conclusive proof that Engels never licked Marx's boots at any point in time?"
"{'author': {}, 'comments': [""Yeah, he's talking about Bakunin, for sure"", 'Honestly why even bother trying to hide the original poster’s identity when we all know who this is'], 'id': '6c40b250ac87d6951a2c7f5d2c22a646', 'post': ['some people dont know when to quit']}",some people dont know when to quit,"Yeah, he's talking about Bakunin, for sure Honestly why even bother trying to hide the original poster’s identity when we all know who this is"
"{'author': {}, 'comments': ['Okay this one got me', 'Hrrrng, Guaido, I’m dummy thicc'], 'id': 'b1f1e0d29e140fb895421fae6636811d', 'post': ['womp womp']}",womp womp,"Okay this one got me Hrrrng, Guaido, I’m dummy thicc"
"{'author': {}, 'comments': ['btw the ""my community"" here is referring to.... asexuals', 'Holy shittttt'], 'id': '8c3e42b0c9d17973e05c72e9ec5ee755', 'post': [""i can't make this shit up""]}",i can't make this shit up,"btw the ""my community"" here is referring to.... asexuals Holy shittttt"
"{'author': {}, 'comments': ['Being so trans positive that you go full circle and become transphobic again', 'i was gonna Discourse but this was posted a year ago holy shit.'], 'id': '6f5fe630d2554fc29b1bf2bcc47c787a', 'post': ['excuse me,,,,, not all lesbians,,,, are gay']}","excuse me,,,,, not all lesbians,,,, are gay",Being so trans positive that you go full circle and become transphobic again i was gonna Discourse but this was posted a year ago holy shit.
